index,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice,ExterQual_TA,BsmtQual_Ex,KitchenQual_Ex,KitchenQual_TA
292,5,1949,2008,768.0,1148,1716,1,8,1.0,281.0,131000.0,1,0,0,1
293,7,1977,1994,795.0,1468,2263,2,9,2.0,539.0,235000.0,1,0,0,0
294,6,1953,1953,1416.0,1644,1644,1,7,2.0,418.0,167000.0,1,0,0,1
295,6,1984,1984,1003.0,1003,1003,1,6,2.0,588.0,142500.0,1,0,0,1
296,5,1950,1950,910.0,910,1558,1,6,1.0,282.0,152000.0,1,0,0,1
297,7,1997,1998,975.0,975,1950,2,7,2.0,576.0,239000.0,0,0,0,0
298,6,1968,1968,702.0,1041,1743,1,7,2.0,539.0,175000.0,0,0,0,1
299,6,1950,2004,1092.0,1152,1152,1,6,1.0,300.0,158500.0,1,0,0,0
300,5,1953,1953,1165.0,1336,1336,1,5,1.0,375.0,157000.0,1,0,0,1
301,8,1998,1999,1028.0,1210,2452,2,9,2.0,683.0,267000.0,0,0,0,0
302,7,2001,2002,1541.0,1541,1541,2,6,3.0,843.0,205000.0,0,0,0,0
303,5,1972,1972,894.0,894,894,1,5,2.0,552.0,149900.0,1,0,0,1
304,7,1880,2002,1470.0,1675,3493,3,10,3.0,870.0,295000.0,1,0,0,0
305,8,2004,2005,2000.0,2000,2000,2,8,3.0,888.0,305900.0,0,0,0,0
306,7,1990,1991,700.0,1122,2243,2,8,3.0,746.0,225000.0,0,0,0,0
307,6,1920,1950,319.0,1035,1406,1,6,0.0,0.0,89500.0,1,0,0,0
308,4,1940,1950,861.0,861,861,1,4,2.0,539.0,82500.0,1,0,0,1
309,9,2003,2004,1896.0,1944,1944,2,8,3.0,708.0,360000.0,0,1,1,0
310,6,1993,1994,697.0,697,1501,2,6,2.0,420.0,165600.0,1,0,0,0
311,6,1948,2002,972.0,972,972,1,5,1.0,240.0,132000.0,1,0,0,1
312,5,1939,1950,793.0,793,1118,1,5,2.0,410.0,119900.0,1,0,0,1
313,7,1965,1965,2136.0,2036,2036,2,8,2.0,513.0,375000.0,1,0,0,1
314,7,1925,1990,728.0,832,1641,1,6,2.0,546.0,178000.0,1,0,1,0
315,7,2004,2005,716.0,716,1432,2,6,2.0,432.0,188500.0,0,0,0,0
316,7,1980,1980,845.0,1153,2353,2,10,2.0,484.0,260000.0,0,0,1,0
317,8,2006,2006,1088.0,1088,1959,2,8,3.0,1025.0,270000.0,0,0,0,0
318,7,1993,1993,1347.0,1372,2646,2,9,3.0,656.0,260000.0,0,0,0,0
319,7,1980,1980,1372.0,1472,1472,2,6,2.0,588.0,187500.0,1,0,0,1
320,9,2006,2006,1249.0,1249,2596,3,9,3.0,840.0,342643.0,1,1,0,0
321,8,2004,2004,1136.0,1136,2468,2,10,3.0,872.0,354000.0,0,1,0,0
322,7,1986,1987,1502.0,1553,2730,2,8,2.0,576.0,301000.0,0,0,0,0
323,3,1955,2005,1162.0,1163,1163,1,6,1.0,220.0,126175.0,1,0,0,1
324,7,1967,2007,710.0,1898,2978,2,11,2.0,564.0,242000.0,0,0,0,0
325,5,1941,1950,720.0,803,803,1,5,2.0,360.0,87000.0,1,0,0,1
326,8,1993,1993,1719.0,1719,1719,1,6,2.0,473.0,324000.0,0,0,0,0
327,6,1960,1960,1383.0,1383,1383,1,7,1.0,292.0,145250.0,1,0,0,1
328,6,1916,1994,844.0,1445,2134,2,10,2.0,441.0,214500.0,1,0,0,0
329,5,1920,1950,596.0,596,1192,1,6,1.0,189.0,78000.0,1,0,0,1
330,5,1964,1964,1728.0,1728,1728,2,10,1.0,352.0,119000.0,1,0,0,1
331,5,1958,1992,1056.0,1056,1056,1,6,1.0,308.0,139000.0,1,0,0,1
332,8,2003,2004,3206.0,1629,1629,2,7,3.0,880.0,284000.0,0,0,0,0
333,7,2004,2004,1358.0,1358,1358,2,6,2.0,484.0,207000.0,0,0,0,0
334,6,1998,1998,943.0,943,1638,2,7,2.0,472.0,192000.0,1,0,0,1
335,5,1965,1965,1499.0,1619,1786,2,7,2.0,529.0,228950.0,1,0,0,1
336,9,2005,2006,1922.0,1922,1922,2,8,3.0,676.0,377426.0,0,1,0,0
337,7,2002,2003,1536.0,1536,1536,2,7,2.0,532.0,214000.0,0,0,0,0
338,7,1984,1998,1208.0,1621,1621,2,8,2.0,440.0,202500.0,0,0,0,0
339,6,1958,1998,1215.0,1215,1215,1,6,1.0,297.0,155000.0,1,0,0,1
340,8,2002,2002,967.0,993,1908,2,9,2.0,431.0,202900.0,0,0,0,0
341,4,1950,1950,721.0,841,841,1,4,1.0,294.0,82000.0,0,0,0,1
342,3,1949,1950,0.0,1040,1040,2,6,2.0,400.0,87500.0,1,0,0,1
343,9,2005,2005,1684.0,1684,1684,2,6,2.0,564.0,266000.0,0,1,1,0
344,5,1976,1976,536.0,536,1112,1,4,1.0,336.0,85000.0,1,0,0,1
345,6,1939,1950,972.0,972,1577,1,6,1.0,312.0,140200.0,1,0,0,0
346,6,1960,1998,958.0,958,958,1,5,1.0,301.0,151500.0,1,0,0,1
347,6,1960,1960,1478.0,1478,1478,2,6,2.0,498.0,157500.0,1,0,0,1
348,7,2003,2004,764.0,764,1626,2,6,2.0,474.0,154000.0,0,0,0,0
349,9,2005,2006,1848.0,1848,2728,2,10,3.0,706.0,437154.0,0,1,1,0
350,9,2007,2007,1869.0,1869,1869,2,6,2.0,617.0,318061.0,0,1,1,0
351,7,1986,1986,1453.0,1453,1453,1,6,2.0,445.0,190000.0,1,0,0,0
352,5,1941,1950,616.0,616,1111,1,5,1.0,200.0,95000.0,1,0,0,1
353,6,1928,2003,624.0,720,720,1,5,2.0,484.0,105900.0,1,0,0,1
354,6,1940,2000,940.0,1192,1595,1,6,1.0,240.0,140000.0,1,0,0,1
355,6,1995,1995,1200.0,1200,1200,2,6,2.0,521.0,177500.0,0,0,0,0
356,6,1992,1992,1158.0,1167,1167,2,6,2.0,400.0,173000.0,1,0,0,0
357,5,1976,1976,1142.0,1142,1142,1,6,2.0,528.0,134000.0,1,0,0,1
358,5,1958,1958,1062.0,1352,1352,1,6,1.0,288.0,130000.0,1,0,0,0
359,8,1998,1998,1086.0,1086,1924,2,7,2.0,592.0,280000.0,0,0,0,0
360,6,1978,1978,888.0,912,912,1,5,2.0,470.0,156000.0,1,0,0,1
361,5,1940,1982,883.0,988,1505,1,8,1.0,240.0,145000.0,1,0,0,1
362,7,2003,2003,0.0,495,1922,3,7,2.0,672.0,198500.0,0,0,0,0
363,6,1972,2007,483.0,483,987,1,5,1.0,264.0,118000.0,1,0,0,0
364,6,1976,1976,796.0,790,1574,2,6,2.0,566.0,190000.0,1,0,0,1
365,5,1920,1997,672.0,672,1344,1,6,1.0,468.0,147000.0,1,0,0,1
366,6,1963,1963,1394.0,1394,1394,1,6,2.0,514.0,159000.0,1,0,0,1
367,6,1962,1962,1099.0,1431,1431,1,6,1.0,296.0,165000.0,1,0,0,1
368,5,1954,1954,1268.0,1268,1268,1,7,1.0,244.0,132000.0,1,0,0,1
369,5,1959,2006,1063.0,1287,1287,1,7,2.0,576.0,162000.0,1,0,0,0
370,6,2000,2000,953.0,953,1664,2,7,2.0,460.0,172400.0,1,0,0,1
371,4,1959,1959,0.0,1120,1588,2,7,2.0,680.0,134432.0,1,0,0,1
372,6,1984,1984,744.0,752,752,1,4,1.0,264.0,125000.0,1,0,0,1
373,5,1953,1953,608.0,1319,1319,1,5,1.0,270.0,123000.0,1,0,0,1
374,7,2003,2004,847.0,847,1928,2,8,2.0,434.0,219500.0,0,0,0,0
375,1,1922,1950,683.0,904,904,0,4,0.0,0.0,61000.0,0,0,0,0
376,5,1996,1996,870.0,914,914,1,5,2.0,576.0,148000.0,0,0,0,1
377,8,2004,2005,1580.0,1580,2466,3,8,2.0,610.0,340000.0,0,0,0,0
378,9,2010,2010,1856.0,1856,1856,1,8,3.0,834.0,394432.0,0,1,1,0
379,6,2000,2000,982.0,1007,1800,2,7,2.0,463.0,179000.0,1,0,0,1
380,5,1924,1950,1026.0,1026,1691,2,6,1.0,308.0,127000.0,1,0,0,0
381,7,2006,2006,1293.0,1301,1301,2,5,2.0,572.0,187750.0,0,0,0,0
382,7,2006,2006,939.0,939,1797,2,8,2.0,639.0,213500.0,0,0,0,0
383,6,1928,1950,784.0,784,784,1,5,2.0,360.0,76000.0,1,0,0,1
384,6,1992,1992,1580.0,1079,1953,2,9,2.0,501.0,240000.0,0,0,0,0
385,8,2004,2005,1256.0,1269,1269,2,6,2.0,430.0,192000.0,0,0,0,0
386,5,1910,1996,658.0,658,1184,1,8,0.0,0.0,81000.0,1,0,0,1
387,6,1976,1976,1041.0,1125,1125,1,6,1.0,352.0,125000.0,1,0,0,1
388,7,1999,2000,1468.0,1479,1479,2,6,2.0,577.0,191000.0,0,0,0,0
389,10,2007,2008,1682.0,1742,2332,2,9,3.0,846.0,426000.0,0,1,1,0
390,5,1900,1950,861.0,961,1367,1,7,1.0,384.0,119000.0,1,0,0,1
391,6,2001,2002,804.0,804,1961,2,7,2.0,560.0,215000.0,1,1,0,0
392,5,1959,1959,0.0,882,882,1,5,1.0,294.0,106500.0,1,0,0,1
393,4,1941,1950,788.0,788,788,1,4,0.0,0.0,100000.0,1,0,0,1
394,5,1940,1950,735.0,735,1034,1,5,1.0,240.0,109000.0,1,0,0,1
395,5,1956,1956,1144.0,1144,1144,1,6,1.0,596.0,129000.0,1,0,0,1
396,5,1972,1972,894.0,894,894,1,6,2.0,600.0,123000.0,1,0,0,1
397,5,1962,1962,864.0,876,1812,2,8,1.0,264.0,169500.0,1,0,0,1
398,5,1920,1950,961.0,1077,1077,1,6,1.0,338.0,67000.0,1,0,0,1
399,7,2006,2007,1092.0,1112,1550,2,7,2.0,438.0,241000.0,0,0,0,0
400,8,1996,1996,1260.0,1288,1288,1,4,2.0,500.0,245500.0,0,0,1,0
401,7,2005,2005,1310.0,1310,1310,2,6,2.0,400.0,164990.0,0,0,0,0
402,5,1940,1997,672.0,672,672,1,4,1.0,240.0,108000.0,1,0,0,1
403,8,1998,1998,1141.0,1165,2263,2,10,2.0,420.0,258000.0,0,0,0,0
404,6,1995,1996,806.0,806,1572,2,7,2.0,373.0,168000.0,1,0,0,1
405,4,1976,1993,1281.0,1620,1620,2,8,2.0,490.0,150000.0,1,0,0,1
406,6,1936,1950,1064.0,1166,1639,1,6,1.0,240.0,115000.0,1,0,0,1
407,6,1915,1976,840.0,840,1680,2,8,1.0,308.0,177000.0,1,0,0,1
408,7,2006,2006,1063.0,1071,2172,2,9,3.0,947.0,280000.0,0,1,0,0
409,8,2007,2008,1034.0,1050,2078,2,8,3.0,836.0,339750.0,0,1,1,0
410,5,1958,1958,1276.0,1276,1276,1,5,1.0,350.0,60000.0,1,0,0,1
411,5,1955,1955,1056.0,1056,1056,1,5,2.0,572.0,145000.0,1,0,0,1
412,7,2009,2009,1470.0,1478,1478,2,7,2.0,484.0,222000.0,0,1,0,0
413,5,1927,1950,1008.0,1028,1028,1,5,2.0,360.0,115000.0,1,0,0,1
414,7,1993,1993,1080.0,1080,2097,2,9,3.0,678.0,228000.0,0,0,0,0
415,7,2007,2007,1340.0,1340,1340,2,6,2.0,396.0,181134.0,0,0,0,0
416,6,1978,1978,672.0,672,1400,1,6,2.0,440.0,149500.0,1,0,0,1
417,6,1918,1950,1370.0,1370,2624,2,10,3.0,864.0,239000.0,1,0,0,1
418,5,1940,1950,756.0,756,1134,1,7,1.0,240.0,126000.0,1,0,0,1
419,5,1968,1968,1056.0,1056,1056,1,6,1.0,304.0,142000.0,1,0,0,1
420,7,1997,1998,1344.0,1344,1344,2,8,4.0,784.0,206300.0,1,0,0,1
421,6,1977,2000,1602.0,1602,1602,2,8,2.0,529.0,215000.0,0,0,0,0
422,5,1954,1954,988.0,988,988,1,4,2.0,520.0,113000.0,1,0,0,1
423,8,1998,1998,1470.0,1470,2630,2,8,3.0,696.0,315000.0,0,0,0,0
424,6,1956,1956,1196.0,1196,1196,1,6,1.0,297.0,139000.0,1,0,0,1
425,7,1946,1992,651.0,707,1389,1,6,1.0,240.0,135000.0,1,0,0,1
426,7,1989,1989,1518.0,1644,1644,2,5,2.0,569.0,275000.0,0,0,0,0
427,4,1957,1957,907.0,907,907,1,5,1.0,352.0,109008.0,1,0,0,1
428,7,2007,2007,1208.0,1208,1208,2,6,2.0,628.0,195400.0,0,0,0,0
429,6,1988,1988,1392.0,1412,1412,2,6,2.0,576.0,175000.0,1,0,0,0
430,6,1971,1971,483.0,483,987,1,4,1.0,264.0,85400.0,1,0,0,1
431,6,1920,1998,901.0,1088,1198,1,7,0.0,0.0,79900.0,1,0,0,1
432,5,1971,1971,765.0,765,1365,1,6,2.0,440.0,122500.0,1,0,0,1
433,6,1997,1998,926.0,926,1604,2,7,2.0,470.0,181000.0,1,0,0,1
434,4,1972,1972,630.0,630,630,1,3,0.0,0.0,81000.0,1,0,0,1
435,7,1996,1996,799.0,827,1661,2,6,2.0,550.0,212000.0,0,0,0,0
436,6,1920,1950,648.0,734,1118,1,6,2.0,440.0,116000.0,1,0,0,1
437,6,1926,2004,884.0,904,904,1,4,1.0,180.0,119000.0,0,0,0,1
438,5,1913,2002,440.0,694,694,1,4,1.0,352.0,90350.0,1,0,0,0
439,6,1920,2000,684.0,684,1196,1,7,2.0,528.0,110000.0,1,0,0,0
440,10,2008,2008,3094.0,2402,2402,2,10,3.0,672.0,555000.0,0,1,1,0
441,4,1955,1955,1440.0,1440,1440,2,8,0.0,0.0,118000.0,1,0,0,0
442,5,1930,1992,1078.0,1128,1573,2,8,2.0,360.0,162900.0,1,0,0,1
443,7,2006,2007,1258.0,1258,1258,2,6,3.0,648.0,172500.0,0,1,0,0
444,7,1994,1995,915.0,933,1908,2,8,2.0,493.0,210000.0,0,0,0,0
445,6,1956,1956,1436.0,1689,1689,1,7,2.0,480.0,127500.0,1,0,0,1
446,6,1966,2002,1517.0,1888,1888,2,6,2.0,578.0,190000.0,0,0,0,0
447,7,1998,1999,930.0,956,1886,2,10,2.0,431.0,199900.0,0,0,0,0
448,6,1937,1950,780.0,780,1376,2,7,1.0,198.0,119500.0,1,0,0,1
449,3,1948,2002,649.0,679,1183,1,6,1.0,308.0,120000.0,1,0,0,1
450,6,1930,2005,813.0,813,813,1,5,1.0,270.0,110000.0,1,0,0,0
451,7,1975,1975,1533.0,1533,1533,2,5,2.0,576.0,280000.0,1,0,0,0
452,6,1996,1997,872.0,888,1756,2,7,2.0,422.0,204000.0,0,1,0,1
453,8,2008,2008,768.0,786,1590,2,6,2.0,676.0,210000.0,0,0,0,0
454,5,1976,1976,1728.0,1728,1728,2,8,2.0,560.0,188000.0,1,0,0,1
455,7,1973,1973,1242.0,1242,1242,1,6,2.0,528.0,175500.0,1,0,0,1
456,5,1916,1950,624.0,624,1344,1,7,3.0,513.0,98000.0,1,0,0,1
457,4,1954,1994,1364.0,1663,1663,1,6,2.0,529.0,256000.0,1,0,0,0
458,8,1925,1996,588.0,833,1666,1,7,1.0,228.0,161000.0,1,0,0,0
459,5,1950,1950,709.0,979,1203,1,5,1.0,352.0,110000.0,1,0,0,0
460,8,2009,2009,832.0,832,1935,2,8,2.0,552.0,263435.0,0,0,0,1
461,7,1936,2007,560.0,575,1135,1,6,2.0,576.0,155000.0,0,0,0,0
462,5,1965,1965,864.0,864,864,1,5,1.0,360.0,62383.0,1,0,0,1
463,6,1934,1995,715.0,849,1660,1,6,1.0,240.0,188700.0,1,0,0,1
464,5,1978,1978,1040.0,1040,1040,2,5,0.0,0.0,124000.0,1,0,0,1
465,7,2004,2004,1375.0,1414,1414,2,6,2.0,398.0,178740.0,0,0,0,0
466,7,1970,1970,1277.0,1277,1277,1,5,2.0,526.0,167000.0,1,0,0,1
467,5,1942,1995,728.0,888,1644,1,7,1.0,312.0,146500.0,1,0,0,0
468,8,2006,2006,1626.0,1634,1634,2,7,3.0,866.0,250000.0,0,0,0,0
469,6,1993,1993,832.0,832,1710,2,7,2.0,506.0,187000.0,0,0,0,0
470,8,1985,1985,1488.0,1502,1502,1,4,2.0,528.0,212000.0,0,0,0,0
471,7,1977,1977,808.0,1161,1969,2,8,2.0,534.0,190000.0,1,0,0,1
472,6,2005,2005,547.0,1072,1072,1,5,2.0,525.0,148000.0,1,0,0,1
473,8,2006,2007,1976.0,1976,1976,2,7,3.0,908.0,440000.0,0,1,0,0
474,8,2000,2000,1494.0,1652,1652,2,6,2.0,499.0,251000.0,0,0,1,0
475,5,1963,1963,970.0,970,970,1,5,2.0,624.0,132500.0,1,0,0,1
476,6,1997,1998,1478.0,1493,1493,2,7,2.0,508.0,208900.0,1,0,0,0
477,9,2006,2006,2153.0,2069,2643,2,9,3.0,694.0,380000.0,0,0,1,0
478,8,2007,2008,1705.0,1718,1718,2,7,3.0,826.0,297000.0,0,1,0,0
479,4,1937,2000,907.0,1131,1131,1,7,2.0,672.0,89471.0,1,0,0,1
480,9,2004,2005,1833.0,1850,1850,2,8,3.0,772.0,326000.0,0,1,0,0
481,9,2003,2004,1792.0,1792,1792,2,6,3.0,874.0,374000.0,0,1,1,0
482,7,1915,2005,910.0,916,1826,1,7,1.0,164.0,155000.0,0,0,1,0
483,6,1998,1998,1216.0,1216,1216,2,5,2.0,402.0,164000.0,1,1,0,1
484,5,1962,2001,999.0,999,999,1,6,1.0,264.0,132500.0,1,0,0,0
485,5,1950,2007,1113.0,1113,1113,1,5,1.0,264.0,147000.0,0,0,0,0
486,5,1965,1965,1073.0,1073,1073,1,6,2.0,515.0,156000.0,1,0,0,1
487,5,1971,1971,1484.0,1484,1484,2,7,2.0,487.0,175000.0,1,0,0,1
488,5,1900,1970,954.0,1766,2414,2,10,2.0,520.0,160000.0,1,0,0,1
489,4,1970,2002,630.0,630,630,1,3,1.0,286.0,86000.0,1,0,0,0
490,5,1976,1976,264.0,616,1304,1,4,1.0,336.0,115000.0,1,0,0,1
491,6,1941,1950,806.0,958,1578,1,5,1.0,240.0,133000.0,1,0,0,0
492,6,2006,2006,728.0,728,1456,2,8,2.0,429.0,172785.0,0,0,0,1
493,5,1960,1960,1269.0,1269,1269,1,6,1.0,308.0,155000.0,1,0,0,1
494,5,1938,1996,190.0,886,886,1,4,1.0,273.0,91300.0,1,0,0,1
495,4,1920,1950,720.0,720,720,1,4,0.0,0.0,34900.0,1,0,0,1
496,8,1992,1993,3200.0,3228,3228,3,10,2.0,546.0,430000.0,0,0,0,0
497,7,1925,1950,1026.0,1133,1820,2,8,1.0,240.0,184000.0,1,0,0,1
498,5,1967,2004,864.0,899,899,1,5,1.0,288.0,130000.0,1,0,0,0
499,5,1958,1985,912.0,912,912,1,5,1.0,297.0,120000.0,1,0,0,1
500,6,1973,1973,672.0,672,1218,1,7,1.0,264.0,113000.0,1,0,0,1
501,7,2005,2005,866.0,866,1768,2,7,2.0,603.0,226700.0,0,0,0,0
502,5,1965,1965,1214.0,1214,1214,1,6,2.0,461.0,140000.0,1,0,0,1
503,7,1959,1997,1501.0,1801,1801,2,6,2.0,484.0,289000.0,1,0,0,1
504,6,1974,1974,855.0,855,1322,2,6,2.0,440.0,147000.0,1,0,0,1
505,5,1952,1952,960.0,960,1960,2,10,2.0,400.0,124500.0,1,0,0,1
506,8,1993,1994,777.0,1065,1911,2,8,2.0,471.0,215000.0,0,0,0,0
507,6,2009,2009,1218.0,1218,1218,2,4,2.0,676.0,208300.0,0,0,0,0
508,7,1928,2005,689.0,689,1378,2,7,2.0,360.0,161000.0,1,0,0,0
509,5,1959,1959,1041.0,1041,1041,1,6,1.0,270.0,124500.0,1,0,0,1
510,5,1951,2000,1008.0,1363,1363,1,6,1.0,288.0,164900.0,0,0,0,1
511,7,2005,2006,1368.0,1368,1368,2,6,2.0,474.0,202665.0,0,0,0,0
512,5,1958,1958,864.0,864,864,1,5,2.0,624.0,129900.0,1,0,0,1
513,6,1983,1983,1084.0,1080,1080,1,5,2.0,484.0,134000.0,1,0,0,1
514,5,1926,1950,768.0,789,789,1,5,1.0,200.0,96500.0,1,0,0,1
515,10,2009,2009,2006.0,2020,2020,2,9,3.0,900.0,402861.0,0,1,1,0
516,6,1972,1972,689.0,1378,2119,2,7,2.0,583.0,158000.0,1,0,0,1
517,7,1996,1997,1264.0,1277,2344,2,7,3.0,889.0,265000.0,0,0,0,0
518,6,1998,1998,794.0,882,1796,2,7,2.0,546.0,211000.0,1,0,0,1
519,7,1926,2004,1276.0,1276,2080,1,9,1.0,282.0,234000.0,0,0,0,0
520,4,1900,2000,0.0,694,1294,2,7,0.0,0.0,106250.0,1,0,0,1
521,6,1957,1957,1244.0,1244,1244,1,6,1.0,336.0,150000.0,1,0,0,1
522,6,1947,1950,1004.0,1004,1664,2,7,2.0,420.0,159000.0,1,0,0,1
523,10,2007,2008,3138.0,3138,4676,3,11,3.0,884.0,184750.0,0,1,1,0
524,7,1996,1997,1379.0,1383,2398,2,8,3.0,834.0,315750.0,0,0,0,0
525,7,2005,2005,1257.0,1266,1266,2,6,2.0,453.0,176000.0,0,0,0,0
526,5,1956,2000,928.0,928,928,1,4,1.0,252.0,132000.0,1,0,0,1
527,9,2008,2008,1452.0,1476,2713,2,11,3.0,858.0,446261.0,0,1,1,0
528,4,1920,2002,528.0,605,605,1,5,0.0,0.0,86000.0,1,0,0,1
529,6,1957,1975,2035.0,2515,2515,3,9,2.0,484.0,200624.0,0,0,0,1
530,6,1988,1989,1461.0,1509,1509,2,5,2.0,600.0,175000.0,0,0,0,0
531,6,1920,1999,611.0,751,1362,2,6,2.0,502.0,128000.0,1,0,0,1
532,5,1955,2007,0.0,827,827,1,5,1.0,392.0,107500.0,1,0,0,1
533,1,1946,1950,0.0,334,334,1,2,0.0,0.0,39300.0,0,0,0,0
534,8,2004,2004,707.0,707,1414,2,6,2.0,403.0,178000.0,0,1,0,0
535,5,1910,1991,1117.0,820,1347,1,5,0.0,0.0,107500.0,1,0,0,1
536,7,1998,1999,880.0,880,1724,2,8,2.0,527.0,188000.0,1,0,0,0
537,4,1972,1972,864.0,864,864,1,5,2.0,576.0,111250.0,1,0,0,1
538,5,1968,1968,1051.0,1159,1159,1,7,1.0,336.0,158000.0,1,0,0,1
539,8,2001,2002,1581.0,1601,1601,2,6,2.0,670.0,272000.0,0,0,0,0
540,9,2006,2006,1838.0,1838,1838,2,8,3.0,765.0,315000.0,0,1,1,0
541,8,2000,2000,969.0,997,2285,2,8,3.0,648.0,248000.0,0,0,0,0
542,7,1998,1999,1650.0,1680,1680,2,7,2.0,583.0,213250.0,0,1,0,0
543,7,1998,1998,723.0,767,767,1,4,1.0,367.0,133000.0,1,0,0,1
544,7,2006,2006,654.0,664,1496,2,7,2.0,426.0,179665.0,0,0,0,0
545,7,1988,1988,1204.0,1377,2183,2,9,3.0,786.0,229000.0,0,0,0,0
546,6,1923,1950,1065.0,915,1635,1,6,2.0,440.0,210000.0,1,0,0,1
547,5,1970,1970,768.0,768,768,1,5,2.0,624.0,129500.0,1,0,0,1
548,5,1955,1995,825.0,825,825,1,4,2.0,720.0,125000.0,1,0,0,1
549,7,2003,2004,912.0,912,2094,2,8,2.0,615.0,263000.0,0,0,0,0
550,6,1977,1977,1069.0,1069,1069,2,4,2.0,440.0,140000.0,1,0,0,1
551,5,1957,1957,928.0,928,928,1,5,1.0,288.0,112500.0,1,0,0,1
552,8,2006,2006,1709.0,1717,1717,2,7,3.0,908.0,255500.0,0,1,0,0
553,4,1949,2003,0.0,1126,1126,2,5,2.0,520.0,108000.0,1,0,0,0
554,7,2003,2004,998.0,1006,2046,2,8,3.0,871.0,284000.0,0,0,0,0
555,5,1922,1950,993.0,1048,1048,1,5,1.0,280.0,113000.0,1,0,0,1
556,5,1957,1957,1092.0,1092,1092,1,6,1.0,299.0,141000.0,1,0,0,1
557,4,1920,1950,637.0,897,1336,1,7,1.0,570.0,108000.0,1,0,0,1
558,7,1996,1997,729.0,729,1446,2,6,2.0,406.0,175000.0,1,0,0,1
559,7,2003,2004,1374.0,1557,1557,2,7,2.0,420.0,234000.0,0,0,0,0
560,5,1957,1996,1392.0,1392,1392,1,5,2.0,528.0,121500.0,1,0,0,1
561,5,1974,1975,1389.0,1389,1389,1,6,2.0,418.0,170000.0,1,0,0,1
562,5,1940,1969,996.0,996,996,1,6,0.0,0.0,108000.0,1,0,0,1
563,6,1918,1950,1163.0,1163,1674,2,8,2.0,396.0,185000.0,1,0,0,1
564,7,1992,2000,1095.0,1166,2295,2,9,2.0,590.0,268000.0,0,0,0,0
565,6,1915,1950,806.0,841,1647,1,6,1.0,216.0,128000.0,1,0,0,0
566,9,2005,2007,1122.0,1134,2504,2,11,3.0,656.0,325000.0,0,0,1,0
567,7,2004,2004,1517.0,1535,1535,2,7,2.0,532.0,214000.0,0,0,0,0
568,8,1983,2009,1496.0,1496,2132,1,5,2.0,612.0,316600.0,0,0,0,0
569,5,1979,1979,943.0,943,943,1,4,2.0,600.0,135960.0,1,0,0,1
570,5,1965,1965,1728.0,1728,1728,2,10,2.0,576.0,142600.0,1,0,0,1
571,6,1959,1959,864.0,864,864,1,4,1.0,288.0,120000.0,1,0,0,0
572,7,2009,2009,846.0,846,1692,2,6,2.0,650.0,224500.0,1,1,0,0
573,7,2000,2000,384.0,774,1430,2,8,2.0,400.0,170000.0,1,0,0,1
574,5,1971,2005,372.0,576,1109,1,5,1.0,288.0,139000.0,1,0,0,1
575,5,1947,1950,832.0,832,1216,1,6,1.0,336.0,118500.0,1,0,0,1
576,7,1928,1950,861.0,877,1477,2,6,1.0,216.0,145000.0,1,0,0,1
577,5,1966,1966,1164.0,1320,1320,1,6,2.0,564.0,164500.0,1,0,0,1
578,7,2007,2007,689.0,703,1392,2,5,2.0,540.0,146000.0,0,0,0,0
579,5,1954,1954,1050.0,1050,1795,2,7,1.0,352.0,131500.0,1,0,0,1
580,6,1960,1987,1144.0,1429,1429,1,7,2.0,572.0,181900.0,1,0,0,0
581,8,2008,2009,2042.0,2042,2042,2,8,3.0,1390.0,253293.0,0,1,1,0
582,6,1990,1990,816.0,816,816,1,5,0.0,0.0,118500.0,1,0,0,1
583,10,1893,2000,1237.0,1521,2775,3,9,2.0,880.0,325000.0,0,0,0,0
584,4,1935,1995,884.0,989,1573,1,6,1.0,240.0,133000.0,1,0,0,0
