index,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice,ExterQual_TA,BsmtQual_Ex,KitchenQual_Ex,KitchenQual_TA
585,8,2005,2006,1868.0,2028,2028,2,7,3.0,880.0,369900.0,0,1,0,0
586,6,1918,2000,816.0,838,838,1,5,1.0,275.0,130000.0,1,0,0,0
587,5,1982,1982,840.0,860,860,1,4,2.0,528.0,137000.0,1,0,0,1
588,5,1968,2003,1437.0,1473,1473,1,5,1.0,452.0,143000.0,1,0,1,0
589,5,1930,1960,742.0,779,935,1,4,1.0,308.0,79500.0,1,0,0,1
590,7,2004,2004,770.0,770,1582,2,6,2.0,520.0,185900.0,0,0,0,0
591,10,2008,2008,1722.0,1728,2296,2,10,3.0,842.0,451950.0,0,1,1,0
592,5,1982,2003,816.0,816,816,1,4,2.0,816.0,138000.0,1,0,0,1
593,6,2003,2003,848.0,848,848,1,4,2.0,420.0,140000.0,0,0,0,0
594,5,1975,1975,924.0,924,924,1,5,1.0,280.0,110000.0,1,0,0,1
595,8,2005,2006,1814.0,1826,1826,2,7,3.0,758.0,319000.0,0,0,0,0
596,6,1910,1993,684.0,684,1368,1,7,1.0,216.0,114504.0,1,0,0,1
597,7,2006,2007,1258.0,1402,1402,0,7,3.0,648.0,194201.0,0,1,0,0
598,5,1977,1977,1430.0,1647,1647,2,7,2.0,621.0,217500.0,1,0,0,0
599,6,1980,1980,716.0,716,1556,2,6,2.0,452.0,151000.0,1,0,0,1
600,8,2005,2005,1058.0,1058,1904,2,8,2.0,736.0,275000.0,0,0,1,0
601,6,1937,1950,780.0,780,1375,1,6,1.0,544.0,141000.0,1,0,0,0
602,8,1992,1992,908.0,927,1915,2,8,2.0,506.0,220000.0,0,0,0,0
603,7,2004,2005,600.0,600,1200,2,4,2.0,480.0,151000.0,0,0,0,0
604,7,2002,2002,1494.0,1494,1494,2,6,2.0,530.0,221000.0,0,0,0,0
605,7,1965,1990,768.0,1186,1986,2,7,2.0,486.0,205000.0,1,0,0,1
606,5,1996,1996,1040.0,1040,1040,1,6,2.0,576.0,152000.0,1,0,0,0
607,5,1948,2002,896.0,1112,2008,3,8,1.0,230.0,225000.0,1,0,1,0
608,8,1934,1998,965.0,1940,3194,2,10,2.0,380.0,359100.0,1,0,0,1
609,4,1961,1961,1029.0,1029,1029,1,5,1.0,261.0,118500.0,1,0,0,1
610,9,2000,2000,1440.0,1476,2153,2,8,3.0,736.0,313000.0,0,1,1,0
611,6,1978,1978,1032.0,1032,1032,2,6,2.0,564.0,148000.0,1,0,0,1
612,8,2001,2001,1299.0,1299,1872,2,7,2.0,531.0,261500.0,0,0,1,0
613,5,2007,2007,1120.0,1120,1120,1,6,0.0,0.0,147000.0,1,0,0,1
614,4,1972,1972,630.0,630,630,1,3,0.0,0.0,75500.0,1,0,0,1
615,6,1963,1963,936.0,1054,1054,1,6,2.0,480.0,137500.0,1,0,0,0
616,6,2002,2003,783.0,807,1509,2,7,2.0,393.0,183200.0,0,0,0,0
617,6,1954,1954,832.0,832,832,1,4,2.0,528.0,105500.0,1,0,0,0
618,9,2007,2007,1822.0,1828,1828,2,9,3.0,774.0,314813.0,0,1,0,0
619,8,2003,2003,1482.0,1482,2262,2,10,3.0,749.0,305000.0,0,0,0,0
620,3,1914,1950,864.0,864,864,1,5,0.0,0.0,67000.0,1,0,0,1
621,6,1974,1997,1522.0,1548,2614,2,9,2.0,624.0,240000.0,1,0,0,1
622,5,1977,1977,980.0,980,980,1,6,2.0,484.0,135000.0,1,0,0,1
623,6,2000,2000,756.0,756,1512,2,4,2.0,440.0,168500.0,0,0,0,0
624,6,1972,1972,732.0,1012,1790,1,8,2.0,484.0,165150.0,1,0,0,1
625,6,1962,1962,1116.0,1116,1116,1,5,2.0,440.0,160000.0,1,0,0,1
626,5,1960,1978,978.0,1422,1422,1,6,1.0,286.0,139900.0,1,0,0,1
627,6,1955,1972,1156.0,1520,1520,1,7,1.0,364.0,153000.0,1,0,0,1
628,5,1969,1969,1040.0,1040,2080,1,9,2.0,504.0,135000.0,1,0,0,0
629,6,1964,1964,1248.0,1350,1350,1,6,2.0,520.0,168500.0,1,0,0,1
630,5,1880,1991,636.0,1089,1750,1,8,1.0,240.0,124000.0,1,0,1,0
631,8,2006,2006,1554.0,1554,1554,2,6,2.0,627.0,209500.0,0,0,0,0
632,7,1977,1977,1386.0,1411,1411,2,6,2.0,544.0,82500.0,1,0,0,1
633,5,1954,2005,1056.0,1056,1056,1,6,1.0,260.0,139400.0,1,0,0,1
634,6,1980,1980,1056.0,1056,1056,0,4,2.0,576.0,144000.0,1,0,0,1
635,6,1914,1995,1440.0,1440,3395,2,14,0.0,0.0,200000.0,0,0,0,0
636,2,1936,1950,264.0,800,800,1,4,0.0,0.0,60000.0,0,0,0,0
637,5,1954,1954,811.0,811,1387,2,7,1.0,256.0,93000.0,1,0,0,0
638,5,1910,1950,796.0,796,796,1,4,0.0,0.0,85000.0,1,0,0,1
639,8,2006,2006,1520.0,1567,1567,2,7,3.0,648.0,264561.0,0,0,1,0
640,8,2003,2004,1518.0,1518,1518,1,6,2.0,588.0,274000.0,0,1,1,0
641,7,2001,2001,1057.0,1057,1929,2,7,2.0,650.0,226000.0,0,0,0,0
642,8,1972,1995,1952.0,2000,2704,2,9,2.0,538.0,345000.0,0,0,1,0
643,5,1969,1969,780.0,780,1620,2,7,2.0,462.0,152000.0,1,0,0,1
644,9,2009,2009,1766.0,1766,1766,2,7,3.0,478.0,370878.0,0,1,1,0
645,6,1971,1971,981.0,981,981,1,5,2.0,576.0,143250.0,1,0,0,1
646,5,1950,1950,0.0,1048,1048,1,7,2.0,420.0,98300.0,1,0,0,1
647,6,1953,1953,1094.0,1094,1094,1,5,2.0,495.0,155000.0,1,0,0,1
648,6,1966,1966,756.0,1051,1839,1,7,2.0,442.0,155000.0,1,0,0,1
649,4,1970,1970,630.0,630,630,1,3,0.0,0.0,84500.0,1,0,0,1
650,7,2007,2007,813.0,822,1665,2,7,2.0,562.0,205950.0,0,0,0,0
651,4,1940,1950,755.0,755,1510,1,7,1.0,296.0,108000.0,1,0,0,1
652,7,1996,1996,880.0,909,1716,2,7,2.0,512.0,191000.0,0,0,0,0
653,6,1906,1995,756.0,756,1469,1,7,1.0,216.0,135000.0,1,0,0,1
654,8,1995,1995,2109.0,2113,2113,2,7,3.0,839.0,350000.0,0,0,0,0
655,6,1971,1971,525.0,525,1092,1,6,1.0,264.0,88000.0,1,0,0,1
656,5,1959,2006,1053.0,1053,1053,1,5,1.0,312.0,145500.0,0,0,0,0
657,7,1931,2000,776.0,851,1502,1,6,1.0,270.0,149000.0,1,0,0,1
658,6,1948,1950,912.0,912,1458,1,6,1.0,330.0,97500.0,1,0,0,1
659,5,1964,1999,1486.0,1486,1486,1,7,2.0,480.0,167000.0,1,0,0,1
660,7,1976,1976,793.0,1142,1935,2,7,2.0,550.0,197900.0,1,0,0,1
661,8,1994,2005,1629.0,1686,2448,2,8,3.0,711.0,402000.0,0,0,0,0
662,6,1968,1968,1392.0,1392,1392,1,5,2.0,576.0,110000.0,1,0,0,1
663,4,1972,1972,1138.0,1181,1181,2,6,2.0,588.0,137500.0,1,0,0,1
664,8,2005,2006,2077.0,2097,2097,1,8,3.0,1134.0,423000.0,0,1,1,0
665,8,2000,2000,1406.0,1454,1936,2,7,2.0,504.0,230500.0,0,0,0,0
666,6,1965,1979,1021.0,1465,2380,2,7,2.0,596.0,129000.0,1,0,0,1
667,6,1994,1998,1408.0,1679,1679,2,7,2.0,575.0,193500.0,1,0,0,0
668,5,1956,1987,1188.0,1437,1437,1,6,2.0,576.0,168000.0,1,0,0,1
669,4,1922,1950,700.0,1180,1180,1,5,1.0,252.0,137500.0,1,0,0,0
670,6,2005,2005,738.0,738,1476,2,7,2.0,540.0,173500.0,0,0,0,0
671,6,1925,1950,672.0,697,1369,2,6,1.0,300.0,103600.0,1,0,0,1
672,6,1977,1977,1208.0,1208,1208,1,6,2.0,546.0,165000.0,0,0,0,1
673,6,1957,2004,1477.0,1839,1839,2,7,2.0,416.0,257500.0,1,0,0,0
674,6,1965,1965,1136.0,1136,1136,1,5,1.0,384.0,140000.0,1,0,0,1
675,6,1978,1978,855.0,855,1441,2,7,2.0,440.0,148500.0,1,0,0,1
676,4,1900,1950,1095.0,1095,1774,2,8,3.0,779.0,87000.0,1,0,0,1
677,5,1924,2006,768.0,792,792,1,5,1.0,240.0,109500.0,0,0,0,0
678,8,2008,2008,2046.0,2046,2046,2,7,3.0,834.0,372500.0,0,1,0,0
679,5,1961,1961,988.0,988,988,1,5,2.0,572.0,128500.0,1,0,0,1
680,6,1980,1980,923.0,923,923,2,5,1.0,264.0,143000.0,1,0,0,1
681,5,1932,2000,793.0,848,1520,1,6,1.0,281.0,159434.0,1,0,0,1
682,6,1996,1997,1291.0,1291,1291,1,6,2.0,431.0,173000.0,1,0,0,0
683,9,2002,2002,1626.0,1668,1668,2,7,3.0,702.0,285000.0,0,0,0,0
684,7,1998,1998,1195.0,1195,1839,2,7,2.0,486.0,221000.0,0,0,0,1
685,7,1984,1984,1190.0,1190,2090,2,6,2.0,577.0,207500.0,0,0,0,0
686,7,2007,2007,874.0,874,1761,3,7,2.0,578.0,227875.0,0,0,0,0
687,7,2004,2004,551.0,551,1102,2,4,2.0,480.0,148800.0,0,0,0,0
688,8,2007,2007,1419.0,1419,1419,2,7,2.0,567.0,392000.0,0,0,0,0
689,6,2005,2006,1362.0,1362,1362,2,6,2.0,460.0,194700.0,0,0,0,0
690,6,2004,2004,848.0,848,848,1,3,2.0,420.0,141000.0,0,0,0,0
691,10,1994,1995,2444.0,2444,4316,3,10,3.0,832.0,755000.0,0,1,1,0
692,7,1989,1990,1210.0,1238,2519,2,9,2.0,628.0,335000.0,0,0,0,0
693,5,1921,1968,1073.0,1073,1073,1,4,1.0,326.0,108480.0,1,0,0,1
694,5,1936,1950,927.0,1067,1539,1,5,2.0,576.0,141500.0,1,0,0,1
695,6,1987,1987,1112.0,1137,1137,2,5,2.0,551.0,176000.0,1,0,0,0
696,5,1921,1950,616.0,616,616,1,4,1.0,205.0,89000.0,1,0,0,1
697,5,1952,1952,980.0,1148,1148,1,6,1.0,308.0,123500.0,1,1,0,1
698,5,1965,2009,894.0,894,894,1,5,1.0,336.0,138500.0,1,0,0,1
699,7,2004,2004,1391.0,1391,1391,2,5,2.0,530.0,196000.0,0,0,0,0
700,8,2002,2002,1800.0,1800,1800,2,7,3.0,765.0,312500.0,0,1,0,0
701,7,1969,1969,1164.0,1164,1164,1,6,2.0,528.0,140000.0,1,0,0,1
702,8,2006,2006,1234.0,1264,2576,2,10,3.0,666.0,361919.0,0,1,1,0
703,5,1900,1996,360.0,1032,1812,2,8,2.0,672.0,140000.0,1,0,0,0
704,7,2004,2005,1473.0,1484,1484,2,7,2.0,606.0,213000.0,0,0,0,0
705,4,1930,1950,0.0,372,1092,2,7,0.0,0.0,55000.0,0,0,0,0
706,7,1971,2002,1643.0,1824,1824,2,5,2.0,739.0,302000.0,1,0,0,0
707,8,2006,2006,1324.0,1324,1324,2,6,2.0,550.0,254000.0,0,0,0,0
708,7,2007,2007,728.0,728,1456,2,8,2.0,400.0,179540.0,0,0,0,0
709,5,1966,1966,876.0,904,904,1,6,1.0,408.0,109900.0,1,0,0,1
710,3,1935,2003,270.0,729,729,1,5,0.0,0.0,52000.0,0,0,0,1
711,4,1900,1950,859.0,859,1178,1,7,1.0,384.0,102776.0,1,0,0,1
712,8,1988,1989,1228.0,1228,1228,2,5,2.0,472.0,189000.0,0,0,0,0
713,4,1970,1970,960.0,960,960,1,6,2.0,576.0,129000.0,1,0,0,1
714,6,1976,2005,725.0,725,1479,2,6,2.0,475.0,130500.0,0,0,0,0
715,6,1974,1974,1064.0,1350,1350,2,7,2.0,478.0,165000.0,1,0,0,1
716,7,1890,1998,718.0,1576,2554,1,8,2.0,704.0,159500.0,1,0,0,1
717,5,1973,2000,1176.0,1178,1178,1,5,2.0,439.0,157000.0,1,0,0,0
718,7,1993,1994,1311.0,1325,2418,2,9,3.0,983.0,341000.0,0,0,0,0
719,5,1969,1969,971.0,971,971,1,5,1.0,300.0,128500.0,1,0,0,1
720,8,1985,1985,1742.0,1742,1742,2,5,2.0,564.0,275000.0,0,0,0,0
721,6,2004,2004,848.0,848,848,1,3,2.0,420.0,143000.0,0,0,0,0
722,4,1970,1970,864.0,864,864,1,5,2.0,463.0,124500.0,1,0,0,1
723,4,1954,1972,941.0,997,1470,2,7,1.0,548.0,135000.0,1,0,0,1
724,9,2007,2008,1698.0,1698,1698,2,8,3.0,768.0,320000.0,0,1,1,0
725,4,1970,1970,864.0,864,864,1,5,2.0,660.0,120500.0,1,0,0,0
726,6,1988,2007,880.0,1680,1680,2,5,2.0,540.0,222000.0,0,0,0,0
727,7,2007,2007,1232.0,1232,1232,2,6,2.0,632.0,194500.0,0,0,0,0
728,5,1958,1958,1584.0,1776,1776,2,9,3.0,888.0,110000.0,1,0,0,1
729,4,1925,1950,780.0,848,1208,1,5,2.0,539.0,103000.0,1,0,0,1
730,8,1995,1996,1595.0,1616,1616,2,5,2.0,608.0,236500.0,0,0,0,0
731,7,2003,2003,868.0,1146,1146,2,6,2.0,438.0,187500.0,0,1,0,0
732,7,1998,1999,1153.0,1153,2031,2,8,2.0,541.0,222500.0,0,0,0,0
733,5,1961,1983,864.0,1144,1144,1,6,1.0,264.0,131400.0,1,0,0,1
734,5,1968,1968,948.0,948,948,1,6,1.0,300.0,108000.0,1,0,0,1
735,7,1914,1970,880.0,880,1768,1,6,2.0,320.0,163000.0,1,0,0,1
736,3,1950,1950,0.0,1040,1040,2,6,2.0,400.0,93500.0,1,0,0,1
737,8,2005,2005,893.0,901,1801,2,8,3.0,800.0,239900.0,0,0,0,0
738,5,1987,1988,1200.0,1200,1200,3,5,0.0,0.0,179000.0,1,0,0,1
739,7,2004,2004,864.0,864,1728,2,7,2.0,572.0,190000.0,0,0,0,0
740,5,1910,2002,264.0,768,1432,2,7,2.0,360.0,132000.0,1,0,0,1
741,6,1961,1996,912.0,912,912,1,5,1.0,288.0,142000.0,1,0,0,0
742,7,2000,2001,1349.0,1349,1349,2,6,2.0,539.0,179000.0,1,0,0,1
743,5,1963,1999,520.0,1464,1464,2,6,2.0,480.0,175000.0,1,0,0,1
744,8,1993,1993,1337.0,1337,1337,2,5,2.0,462.0,180000.0,0,0,0,0
745,8,1976,1996,1142.0,1175,2715,3,11,2.0,831.0,299800.0,0,0,0,0
746,7,2000,2000,952.0,980,2256,2,8,2.0,554.0,236000.0,0,0,0,0
747,7,1880,2003,1240.0,1320,2640,1,8,4.0,864.0,265979.0,0,0,0,0
748,7,1996,1996,1720.0,1720,1720,2,7,2.0,527.0,260400.0,0,0,0,0
749,4,1945,1950,0.0,1088,1529,2,9,1.0,240.0,98000.0,1,0,0,1
750,4,1910,2004,576.0,792,1140,1,7,0.0,0.0,96500.0,1,0,0,1
751,7,2003,2003,660.0,660,1320,2,6,2.0,400.0,162000.0,0,0,0,0
752,6,1997,1997,1479.0,1494,1494,2,6,2.0,576.0,217000.0,1,0,0,0
753,8,2005,2005,1030.0,1038,2098,2,8,3.0,878.0,275500.0,0,0,1,0
754,6,1969,2005,1026.0,1026,1026,1,5,2.0,440.0,156000.0,1,0,0,0
755,6,1999,1999,729.0,742,1471,2,6,2.0,440.0,172500.0,1,0,0,1
756,8,2007,2007,866.0,866,1768,2,7,2.0,578.0,212000.0,0,0,0,0
757,6,1978,1978,672.0,672,1386,2,6,2.0,440.0,158900.0,1,0,0,1
758,7,1999,1999,744.0,757,1501,2,6,2.0,440.0,179400.0,1,0,0,1
759,8,1995,1995,1318.0,1328,2531,2,9,3.0,752.0,290000.0,0,0,0,0
760,6,1959,1959,864.0,864,864,1,5,1.0,300.0,127500.0,1,0,0,1
761,5,1924,1950,1145.0,1301,1301,1,5,2.0,440.0,100000.0,1,0,0,0
762,7,2009,2009,756.0,764,1547,2,7,2.0,614.0,215200.0,1,0,0,0
763,8,1999,1999,1252.0,1268,2365,2,8,3.0,856.0,337000.0,0,0,0,0
764,8,1995,1996,1494.0,1494,1494,1,6,2.0,481.0,270000.0,0,0,1,0
765,9,2008,2008,1498.0,1506,1506,2,6,2.0,592.0,264132.0,0,0,1,0
766,7,1988,1988,980.0,980,1714,2,7,2.0,496.0,196500.0,1,0,0,1
767,6,1940,1985,983.0,983,1750,2,7,1.0,423.0,160000.0,1,0,0,1
768,7,2004,2005,1860.0,1836,1836,2,8,2.0,484.0,216837.0,0,0,0,0
769,8,2003,2003,1650.0,1690,3279,3,12,3.0,841.0,538000.0,0,0,1,0
770,5,1982,1982,858.0,858,858,1,5,2.0,576.0,134900.0,1,0,0,1
771,4,1951,1951,836.0,1220,1220,1,6,2.0,396.0,102000.0,1,0,0,1
772,6,1976,1976,1029.0,1117,1117,1,6,2.0,672.0,107000.0,1,0,0,1
773,5,1958,1958,912.0,912,912,1,5,1.0,275.0,114500.0,1,0,0,1
774,8,2006,2006,1935.0,1973,1973,2,9,3.0,895.0,395000.0,0,0,0,0
775,6,1998,1998,1204.0,1204,1204,2,5,2.0,412.0,162000.0,1,1,0,1
776,7,2005,2006,1614.0,1614,1614,2,7,3.0,865.0,221500.0,0,0,0,0
777,5,1974,1974,864.0,894,894,1,5,2.0,440.0,142500.0,1,0,0,1
778,5,1977,1977,0.0,2020,2020,2,10,2.0,630.0,144000.0,1,0,0,1
779,6,1977,1977,975.0,1004,1004,1,4,2.0,504.0,135000.0,1,0,0,1
780,7,1995,1996,1237.0,1253,1253,2,6,2.0,402.0,176000.0,1,0,0,1
781,6,1992,1992,761.0,810,1603,2,7,2.0,484.0,175900.0,0,0,0,0
782,7,2001,2002,1413.0,1430,1430,2,6,2.0,605.0,187100.0,0,0,0,0
783,5,1978,1978,1097.0,1110,1110,1,4,2.0,602.0,165500.0,1,0,0,0
784,6,1914,2001,742.0,742,1484,2,9,0.0,0.0,128000.0,1,0,0,1
785,6,1967,1967,1372.0,1342,1342,2,7,2.0,457.0,161500.0,1,0,0,1
786,5,1915,1950,686.0,966,1652,2,7,1.0,416.0,139000.0,1,0,0,1
787,7,2004,2004,956.0,956,2084,2,8,2.0,618.0,233000.0,0,0,0,0
788,4,1954,2000,901.0,901,901,1,4,1.0,281.0,107900.0,1,0,0,1
789,6,1966,2007,832.0,976,2087,2,9,2.0,444.0,187500.0,1,0,0,0
790,7,2005,2006,1145.0,1145,1145,2,5,2.0,397.0,160200.0,0,0,0,0
791,6,1976,1976,1029.0,1062,1062,1,5,2.0,539.0,146800.0,1,0,0,1
792,7,1996,1997,1117.0,1127,2013,2,8,2.0,455.0,269790.0,0,0,0,1
793,8,2007,2007,1496.0,1496,1496,2,7,2.0,474.0,225000.0,0,0,0,0
794,7,1994,1996,712.0,1086,1895,2,7,2.0,409.0,194500.0,0,0,0,0
795,6,1980,1981,650.0,888,1564,2,7,2.0,476.0,171000.0,1,0,0,1
796,6,1977,1977,660.0,1285,1285,1,7,2.0,528.0,143500.0,1,0,0,1
797,5,1953,1953,773.0,773,773,1,4,1.0,240.0,110000.0,1,0,0,1
798,9,2008,2009,1926.0,1966,3140,3,11,3.0,820.0,485000.0,0,1,1,0
799,5,1937,1950,731.0,981,1768,1,7,1.0,240.0,175000.0,1,0,0,0
800,6,1997,1997,616.0,616,1688,2,8,2.0,603.0,200000.0,1,0,0,0
801,4,1916,1990,1196.0,1196,1196,1,5,2.0,440.0,109900.0,1,0,0,1
802,7,2005,2005,728.0,728,1456,2,7,2.0,410.0,189000.0,0,0,0,0
803,9,2008,2009,1734.0,1734,2822,3,12,3.0,1020.0,582933.0,0,1,1,0
804,5,1954,1954,936.0,1128,1128,1,5,1.0,286.0,118000.0,1,0,0,1
805,7,2008,2008,1417.0,1428,1428,2,6,2.0,554.0,227680.0,0,0,1,0
806,5,1967,1967,980.0,980,980,2,6,1.0,384.0,135500.0,1,0,0,1
807,5,1923,2004,1324.0,1072,1576,1,6,2.0,528.0,223500.0,1,0,0,0
808,5,1966,1966,1024.0,1086,1086,1,6,2.0,484.0,159950.0,1,0,0,1
809,5,1898,1965,849.0,1075,2138,2,11,2.0,360.0,106000.0,1,0,0,1
810,6,1974,1999,1040.0,1309,1309,1,5,2.0,484.0,181000.0,1,0,0,0
811,6,2004,2004,848.0,848,848,1,4,2.0,420.0,144500.0,0,0,0,0
812,5,1952,1952,540.0,1044,1044,1,4,2.0,504.0,55993.0,0,0,0,0
813,6,1958,1958,1442.0,1442,1442,1,7,1.0,301.0,157900.0,1,0,0,1
814,5,1918,1950,686.0,686,1250,1,7,1.0,280.0,116000.0,1,0,0,0
815,7,1998,1998,1649.0,1661,1661,2,6,2.0,598.0,224900.0,1,0,0,0
816,5,1954,1954,1008.0,1008,1008,1,4,1.0,275.0,137000.0,1,0,0,1
817,8,2002,2002,1568.0,1689,1689,2,7,3.0,857.0,271000.0,0,0,0,0
818,6,1971,1971,1010.0,1052,1052,1,6,2.0,440.0,155000.0,1,0,0,1
819,7,2009,2010,1358.0,1358,1358,2,6,2.0,484.0,224000.0,0,0,0,0
820,7,2003,2003,798.0,798,1640,2,6,2.0,595.0,183000.0,0,0,0,0
821,4,1953,1953,936.0,936,936,1,4,2.0,576.0,93000.0,0,0,0,1
822,7,2003,2003,847.0,847,1733,2,7,2.0,433.0,225000.0,0,0,0,0
823,6,1940,1950,778.0,944,1489,2,7,1.0,240.0,139500.0,1,0,0,1
824,8,2006,2006,1489.0,1489,1489,2,7,2.0,776.0,232600.0,0,0,0,0
825,10,2007,2008,2078.0,2084,2084,2,7,3.0,1220.0,385000.0,0,1,1,0
826,5,1924,1950,784.0,784,784,1,5,0.0,0.0,109500.0,1,0,0,0
827,7,2001,2001,1454.0,1434,1434,2,6,2.0,527.0,189000.0,0,0,0,0
828,5,1967,1967,1013.0,1160,2126,2,7,2.0,538.0,185000.0,1,0,0,1
829,7,2005,2005,600.0,520,1223,2,4,2.0,480.0,147400.0,0,0,0,0
830,6,1957,1957,1392.0,1392,1392,1,6,2.0,458.0,166000.0,1,0,0,1
831,7,2005,2005,600.0,520,1200,2,4,2.0,480.0,151000.0,1,0,0,0
832,7,2003,2003,941.0,941,1829,2,7,2.0,613.0,237000.0,0,0,0,0
833,6,1964,1964,1516.0,1516,1516,1,6,2.0,472.0,167000.0,1,0,0,1
834,5,1961,1961,1144.0,1144,1144,1,6,2.0,456.0,139950.0,1,0,0,1
835,4,1950,1995,1067.0,1067,1067,2,4,2.0,436.0,128000.0,1,0,0,0
836,5,1948,1973,1559.0,1559,1559,1,5,2.0,812.0,153500.0,1,0,0,1
837,6,1973,1973,483.0,483,987,1,5,1.0,264.0,100000.0,1,0,0,1
838,5,1995,2006,1099.0,1099,1099,1,6,1.0,352.0,144000.0,1,0,0,0
839,5,1946,1995,768.0,768,1200,1,6,1.0,240.0,130500.0,1,0,0,1
840,6,1925,1950,672.0,810,1482,2,7,1.0,400.0,140000.0,1,0,0,0
841,5,1904,2002,650.0,958,1539,2,8,2.0,686.0,157500.0,1,0,0,0
842,6,1966,1966,1127.0,1165,1165,1,6,2.0,490.0,174900.0,1,0,0,1
843,5,1961,1961,1800.0,1800,1800,2,10,0.0,0.0,141000.0,1,0,0,1
844,5,1915,1950,876.0,876,1416,1,7,3.0,720.0,153900.0,1,0,0,1
845,5,1975,1981,1390.0,1701,1701,2,6,2.0,611.0,171000.0,1,0,0,1
846,7,1993,1993,740.0,1006,1775,2,7,2.0,425.0,213000.0,0,0,0,0
847,5,1972,1972,864.0,864,864,1,5,1.0,338.0,133500.0,1,0,0,1
848,6,1908,1997,907.0,1307,2358,3,10,2.0,360.0,240000.0,1,0,0,1
849,6,1976,1994,528.0,1094,1855,2,7,2.0,512.0,187000.0,0,0,0,1
850,6,2003,2003,848.0,848,848,1,3,2.0,420.0,131500.0,0,0,0,0
851,8,2003,2003,1273.0,1456,1456,2,7,2.0,400.0,215000.0,0,0,0,0
852,7,1941,1950,918.0,918,1646,2,7,1.0,240.0,164000.0,1,0,0,1
853,6,1964,1964,1127.0,1445,1445,1,7,2.0,645.0,158000.0,1,0,0,1
854,5,1955,1974,1763.0,1779,1779,1,6,2.0,454.0,170000.0,1,0,0,1
855,5,1962,2010,1040.0,1040,1040,1,6,1.0,260.0,127000.0,1,0,0,1
856,6,1978,1978,940.0,1026,1026,1,5,2.0,576.0,147000.0,1,0,0,1
857,6,1994,1995,702.0,702,1481,2,6,2.0,343.0,174000.0,1,0,0,1
858,7,1976,1976,1090.0,1370,1370,2,6,2.0,479.0,152000.0,1,0,0,1
859,6,1968,1984,1054.0,1512,2654,2,9,2.0,619.0,250000.0,1,0,0,0
860,7,1918,1998,912.0,912,1426,1,7,1.0,216.0,189950.0,0,0,0,0
861,5,1965,1965,1039.0,1039,1039,1,6,2.0,504.0,131500.0,1,0,0,1
862,6,1984,1985,1040.0,1097,1097,2,6,2.0,480.0,152000.0,1,0,0,1
863,5,1959,1959,1148.0,1148,1148,1,6,1.0,672.0,132500.0,1,0,0,1
864,7,2007,2008,1372.0,1372,1372,2,6,2.0,529.0,250580.0,0,1,0,0
865,5,1970,1970,1002.0,1002,1002,1,5,2.0,902.0,148500.0,1,0,0,1
866,8,2006,2007,1638.0,1646,1646,2,6,3.0,870.0,248900.0,0,0,0,0
867,4,1961,1961,1040.0,1120,1120,1,5,2.0,544.0,129000.0,1,0,0,0
868,5,1948,1950,0.0,1547,2320,2,7,2.0,672.0,169000.0,1,0,0,1
869,7,1993,1994,1050.0,1062,1949,2,8,2.0,574.0,236000.0,0,0,0,0
870,5,1962,1962,894.0,894,894,1,5,1.0,308.0,109500.0,1,0,0,1
871,6,1998,1998,804.0,804,1682,2,7,2.0,523.0,200500.0,1,0,0,0
872,5,1953,1996,105.0,910,910,1,5,2.0,414.0,116000.0,0,0,0,0
873,5,1949,1950,832.0,1036,1268,1,6,1.0,288.0,133000.0,0,0,0,1
874,5,1941,1950,676.0,676,1131,1,5,1.0,200.0,66500.0,1,0,0,1
875,8,2007,2007,1184.0,1184,2610,2,11,2.0,550.0,303477.0,0,0,1,0
876,4,1963,1963,1064.0,1040,1040,1,5,2.0,648.0,132250.0,1,0,0,1
877,9,2004,2005,1462.0,1462,2224,2,10,3.0,738.0,350000.0,0,1,1,0
