SalePrice,Neighborhood_NridgHt,LandContour_HLS,Neighborhood_NoRidge,MSZoning_FV,Neighborhood_Timber,Neighborhood_CollgCr,Neighborhood_StoneBr,MasVnrArea,GarageArea,OverallQual,KitchenQual,ExterQual,WoodDeckSF,Exterior1st_CemntBd,LotConfig_FR2,GrLivArea,FullBath,LotShape,FireplaceQu,LotConfig_CulDSac
208500.0,0,0,0,0,0,1,0,196.0,548.0,7,4.0,4.0,0,0,0,1710,2,1.0,0.0,0
181500.0,0,0,0,0,0,0,0,0.0,460.0,6,3.0,3.0,298,0,1,1262,2,1.0,3.0,0
223500.0,0,0,0,0,0,1,0,162.0,608.0,7,4.0,4.0,0,0,0,1786,2,2.0,3.0,0
140000.0,0,0,0,0,0,0,0,0.0,642.0,7,4.0,3.0,0,0,0,1717,1,2.0,4.0,0
250000.0,0,0,1,0,0,0,0,350.0,836.0,8,4.0,4.0,192,0,1,2198,2,2.0,3.0,0
143000.0,0,0,0,0,0,0,0,0.0,480.0,5,3.0,3.0,40,0,0,1362,1,2.0,0.0,0
307000.0,0,0,0,0,0,0,0,186.0,636.0,8,4.0,4.0,255,0,0,1694,2,1.0,4.0,0
200000.0,0,0,0,0,0,0,0,240.0,484.0,7,3.0,3.0,235,0,0,2090,2,2.0,3.0,0
129900.0,0,0,0,0,0,0,0,0.0,468.0,7,3.0,3.0,90,0,0,1774,2,1.0,3.0,0
118000.0,0,0,0,0,0,0,0,0.0,205.0,5,3.0,3.0,0,0,0,1077,1,1.0,3.0,0
129500.0,0,0,0,0,0,0,0,0.0,384.0,5,3.0,3.0,0,0,0,1040,1,1.0,0.0,0
345000.0,1,0,0,0,0,0,0,286.0,736.0,9,5.0,5.0,147,0,0,2324,3,2.0,4.0,0
144000.0,0,0,0,0,0,0,0,0.0,352.0,5,3.0,3.0,140,0,0,912,1,3.0,0.0,0
279500.0,0,0,0,0,0,1,0,306.0,840.0,7,4.0,4.0,160,0,0,1494,2,2.0,4.0,0
157000.0,0,0,0,0,0,0,0,212.0,352.0,6,3.0,3.0,0,0,0,1253,1,2.0,2.0,0
132000.0,0,0,0,0,0,0,0,0.0,576.0,7,3.0,3.0,48,0,0,854,1,1.0,0.0,0
149000.0,0,0,0,0,0,0,0,180.0,480.0,6,3.0,3.0,0,0,0,1004,1,2.0,3.0,1
90000.0,0,0,0,0,0,0,0,0.0,516.0,4,3.0,3.0,0,0,0,1296,2,1.0,0.0,0
159000.0,0,0,0,0,0,0,0,0.0,576.0,5,4.0,3.0,0,0,0,1114,1,1.0,0.0,0
139000.0,0,0,0,0,0,0,0,0.0,294.0,5,3.0,3.0,0,0,0,1339,1,1.0,0.0,0
325300.0,1,0,0,0,0,0,0,380.0,853.0,8,4.0,4.0,240,0,0,2376,3,2.0,4.0,0
139400.0,0,0,0,0,0,0,0,0.0,280.0,7,4.0,3.0,0,0,0,1108,1,1.0,4.0,0
230000.0,0,0,0,0,0,1,0,281.0,534.0,8,4.0,4.0,171,0,0,1795,2,1.0,4.0,0
129900.0,0,0,0,0,0,0,0,0.0,572.0,5,3.0,3.0,100,1,0,1060,1,1.0,3.0,0
154000.0,0,0,0,0,0,0,0,0.0,270.0,5,4.0,3.0,406,0,0,1060,1,2.0,3.0,0
256300.0,1,0,0,0,0,0,0,640.0,890.0,8,4.0,4.0,0,0,0,1600,2,1.0,4.0,0
134800.0,0,0,0,0,0,0,0,0.0,576.0,5,4.0,3.0,222,0,0,900,1,1.0,0.0,0
306000.0,1,0,0,0,0,0,0,200.0,772.0,8,4.0,4.0,0,0,0,1704,2,1.0,4.0,0
207500.0,0,0,0,0,0,0,0,0.0,319.0,5,3.0,3.0,288,0,0,1600,1,2.0,4.0,1
68500.0,0,0,0,0,0,0,0,0.0,240.0,4,2.0,3.0,49,0,0,520,1,2.0,0.0,0
40000.0,0,0,0,0,0,0,0,0.0,250.0,4,3.0,3.0,0,0,0,1317,1,1.0,0.0,0
149350.0,0,0,0,0,0,0,0,0.0,271.0,5,4.0,3.0,0,0,0,1228,1,2.0,0.0,1
179900.0,0,0,0,0,0,1,0,0.0,484.0,8,4.0,4.0,0,0,0,1234,2,1.0,0.0,0
165500.0,0,0,0,0,0,0,0,0.0,447.0,5,4.0,3.0,0,0,0,1700,1,2.0,4.0,0
277500.0,1,0,0,0,0,0,0,246.0,556.0,9,5.0,5.0,203,0,0,1561,2,1.0,4.0,0
309000.0,1,0,0,0,0,0,0,132.0,691.0,8,4.0,4.0,113,0,0,2452,3,1.0,4.0,0
145000.0,0,0,0,0,0,1,0,0.0,672.0,5,3.0,3.0,392,0,0,1097,1,1.0,0.0,0
153000.0,0,0,0,0,0,0,0,650.0,498.0,5,3.0,3.0,0,0,0,1297,1,1.0,3.0,0
109000.0,0,0,0,0,0,0,0,0.0,246.0,5,4.0,3.0,0,0,0,1057,1,1.0,0.0,0
82000.0,0,0,0,0,0,0,0,0.0,0.0,4,2.0,3.0,0,0,0,1152,2,1.0,0.0,0
160000.0,0,0,0,0,0,0,0,101.0,440.0,6,3.0,3.0,0,0,0,1324,2,1.0,3.0,0
170000.0,0,0,0,0,1,0,0,0.0,308.0,5,3.0,3.0,0,0,0,1328,1,1.0,4.0,0
144000.0,0,0,0,0,0,0,0,0.0,504.0,5,4.0,3.0,240,0,0,884,1,2.0,0.0,1
130250.0,0,0,0,0,0,1,0,0.0,308.0,5,3.0,3.0,145,0,0,938,1,2.0,0.0,1
141000.0,0,0,0,0,0,0,0,0.0,300.0,5,3.0,3.0,0,0,0,1150,1,1.0,0.0,0
319900.0,1,0,0,0,0,0,0,412.0,576.0,9,5.0,5.0,196,0,0,1752,2,1.0,4.0,0
239686.0,0,0,0,0,0,0,0,0.0,670.0,7,4.0,4.0,168,0,0,2149,1,2.0,5.0,1
249700.0,0,0,0,1,0,0,0,0.0,826.0,8,4.0,4.0,0,0,0,1656,2,1.0,0.0,0
113000.0,0,0,0,0,0,0,0,0.0,0.0,4,3.0,3.0,0,0,0,1452,2,1.0,0.0,0
127000.0,0,0,0,0,0,0,0,0.0,386.0,5,3.0,3.0,0,0,0,955,1,1.0,0.0,0
177000.0,0,0,0,0,0,0,0,0.0,388.0,6,3.0,3.0,0,0,0,1470,2,3.0,0.0,0
114500.0,0,0,0,0,0,0,0,0.0,528.0,6,3.0,3.0,112,0,0,1176,1,1.0,4.0,0
110000.0,0,0,0,0,0,0,0,0.0,516.0,5,3.0,2.0,106,0,0,816,1,3.0,0.0,0
385000.0,0,0,0,0,0,0,0,0.0,894.0,9,4.0,4.0,857,0,0,1842,0,2.0,4.0,0
130000.0,0,0,0,0,0,0,0,0.0,572.0,5,3.0,3.0,0,0,0,1360,1,1.0,3.0,0
180500.0,0,0,0,0,0,0,0,272.0,576.0,6,3.0,3.0,0,0,0,1425,2,2.0,4.0,0
172500.0,0,0,0,1,0,0,0,456.0,480.0,8,4.0,4.0,115,0,0,1739,2,1.0,0.0,0
196500.0,0,0,0,0,0,1,0,0.0,565.0,7,4.0,4.0,0,0,0,1720,2,2.0,0.0,0
438780.0,0,1,0,0,0,0,1,1031.0,641.0,10,4.0,5.0,192,0,0,2945,3,3.0,4.0,1
124900.0,0,0,0,0,0,1,0,0.0,352.0,5,3.0,3.0,196,0,0,780,1,1.0,0.0,0
158000.0,0,0,0,0,0,0,0,0.0,576.0,6,4.0,3.0,0,0,0,1158,1,1.0,0.0,0
101000.0,0,0,0,0,0,0,0,0.0,288.0,5,2.0,3.0,0,0,0,1111,1,1.0,0.0,0
202500.0,1,0,0,0,0,0,0,178.0,484.0,8,4.0,4.0,120,0,0,1370,2,2.0,4.0,0
140000.0,0,0,0,0,0,0,0,0.0,480.0,7,3.0,3.0,12,0,0,1710,2,2.0,0.0,0
219500.0,0,0,0,0,0,1,0,573.0,645.0,7,4.0,3.0,576,0,0,2034,2,1.0,0.0,0
317000.0,1,0,0,0,0,0,0,344.0,852.0,8,4.0,4.0,192,0,0,2473,2,1.0,4.0,0
180000.0,0,0,0,0,0,0,0,287.0,576.0,7,3.0,3.0,301,0,0,2207,2,1.0,4.0,0
226000.0,0,0,0,0,0,1,0,167.0,558.0,7,4.0,4.0,144,0,0,1479,2,2.0,0.0,0
80000.0,0,0,0,0,0,0,0,0.0,220.0,4,3.0,3.0,0,0,0,747,1,1.0,0.0,0
225000.0,0,0,0,0,0,0,0,0.0,667.0,7,3.0,4.0,0,0,0,2287,2,1.0,3.0,0
244000.0,0,0,0,0,0,0,0,1115.0,516.0,7,3.0,3.0,300,0,0,2223,2,2.0,4.0,0
129500.0,0,0,0,0,0,0,0,0.0,360.0,4,3.0,3.0,0,0,0,845,1,1.0,0.0,0
185000.0,0,0,0,0,0,0,0,40.0,427.0,7,3.0,3.0,0,0,0,1718,2,2.0,3.0,0
144900.0,0,0,0,0,0,0,0,104.0,490.0,5,3.0,3.0,0,0,0,1086,1,1.0,0.0,0
107400.0,0,0,0,0,0,0,0,0.0,379.0,3,3.0,4.0,0,0,0,1605,2,1.0,0.0,0
91000.0,0,0,0,0,0,0,0,0.0,297.0,4,3.0,3.0,120,1,0,988,1,1.0,0.0,0
135750.0,0,0,0,0,0,0,0,0.0,283.0,4,3.0,3.0,0,0,0,952,1,2.0,0.0,0
127000.0,0,0,0,0,0,0,0,0.0,240.0,5,3.0,3.0,0,0,0,1285,1,1.0,0.0,0
136500.0,0,0,0,0,0,0,0,0.0,0.0,4,3.0,3.0,0,0,0,1768,2,1.0,0.0,0
110000.0,0,0,0,0,0,0,0,0.0,440.0,5,3.0,3.0,74,0,0,1230,1,1.0,0.0,0
193500.0,0,0,0,0,0,0,0,576.0,509.0,6,4.0,3.0,0,0,0,2142,2,1.0,4.0,0
153500.0,0,0,0,0,0,0,0,443.0,405.0,6,3.0,3.0,0,0,1,1337,2,1.0,0.0,0
245000.0,0,0,0,0,0,0,0,468.0,758.0,8,4.0,3.0,144,0,0,1563,2,1.0,4.0,0
126500.0,0,0,0,0,0,0,0,66.0,461.0,5,3.0,3.0,74,0,0,1065,1,2.0,0.0,0
168500.0,0,0,0,0,0,0,0,22.0,400.0,7,3.0,3.0,120,0,0,1474,2,2.0,3.0,0
260000.0,0,0,1,0,0,0,0,284.0,462.0,8,4.0,4.0,127,0,0,2417,2,1.0,3.0,0
174000.0,0,0,0,0,0,0,0,0.0,400.0,6,4.0,4.0,100,0,0,1560,2,3.0,4.0,0
164500.0,0,0,0,1,0,0,0,76.0,528.0,6,4.0,4.0,0,0,0,1224,2,1.0,0.0,0
85000.0,0,0,0,0,0,0,0,0.0,0.0,3,2.0,2.0,0,0,0,1526,1,2.0,0.0,0
123600.0,0,0,0,0,0,1,0,0.0,0.0,4,3.0,3.0,0,0,0,990,1,1.0,0.0,0
109900.0,0,0,0,0,0,0,0,0.0,420.0,4,3.0,3.0,0,0,0,1040,1,1.0,0.0,0
98600.0,0,0,0,0,0,0,0,203.0,480.0,5,3.0,3.0,0,0,0,1235,1,1.0,0.0,0
163500.0,0,1,0,0,0,0,0,0.0,432.0,5,3.0,3.0,0,0,0,964,1,2.0,0.0,0
133900.0,0,0,0,0,0,0,0,0.0,506.0,6,3.0,3.0,0,0,0,2291,2,1.0,4.0,0
204750.0,0,0,0,0,0,1,0,0.0,684.0,6,4.0,3.0,0,0,0,1786,2,2.0,0.0,0
185000.0,0,0,0,0,0,0,0,68.0,420.0,6,3.0,5.0,232,0,0,1470,2,3.0,3.0,0
214000.0,0,0,0,0,0,1,0,183.0,472.0,7,4.0,4.0,158,0,0,1588,2,2.0,0.0,0
94750.0,0,1,0,0,0,0,0,48.0,432.0,4,3.0,3.0,120,0,0,960,1,1.0,0.0,0
83000.0,0,0,0,0,0,0,0,0.0,366.0,5,3.0,3.0,0,0,0,835,1,1.0,0.0,0
128950.0,0,0,0,0,0,0,0,0.0,0.0,4,3.0,3.0,352,0,0,1225,1,2.0,0.0,0
205000.0,0,0,0,0,0,0,0,28.0,480.0,6,4.0,3.0,168,0,0,1610,2,2.0,3.0,0
178000.0,0,0,0,0,0,0,0,336.0,476.0,6,4.0,4.0,192,0,0,1732,2,1.0,3.0,0
118964.0,0,0,0,0,0,0,0,0.0,410.0,5,3.0,3.0,0,0,0,1535,2,1.0,0.0,0
198900.0,0,0,0,0,0,1,0,0.0,740.0,7,4.0,3.0,0,0,0,1226,2,2.0,0.0,0
169500.0,0,0,0,0,0,0,0,600.0,240.0,7,3.0,3.0,0,0,0,1818,1,1.0,3.0,0
250000.0,0,0,0,1,0,0,0,768.0,648.0,8,4.0,4.0,140,0,0,1992,2,1.0,4.0,0
100000.0,0,0,0,0,0,0,0,0.0,273.0,4,3.0,3.0,0,0,0,1047,1,1.0,0.0,0
115000.0,0,0,0,0,0,0,0,0.0,250.0,5,3.0,3.0,0,0,0,789,1,1.0,0.0,0
115000.0,0,0,0,0,0,0,0,0.0,0.0,5,2.0,3.0,0,1,0,1517,2,1.0,0.0,0
190000.0,0,0,0,0,0,0,0,480.0,546.0,6,3.0,3.0,0,0,0,1844,2,2.0,3.0,0
136900.0,0,0,0,0,0,0,0,0.0,325.0,6,3.0,3.0,182,0,0,1855,2,1.0,0.0,0
180000.0,0,0,0,0,0,0,0,0.0,400.0,7,3.0,3.0,180,0,0,1430,2,2.0,3.0,0
383970.0,0,0,0,0,0,1,0,220.0,792.0,7,5.0,4.0,120,0,0,2696,2,1.0,4.0,0
217000.0,0,0,0,0,0,0,0,184.0,450.0,6,4.0,3.0,166,0,0,2259,2,1.0,4.0,0
259500.0,0,0,0,0,0,0,0,0.0,180.0,6,4.0,3.0,224,0,0,2320,2,2.0,3.0,0
176000.0,0,0,0,1,0,0,0,1129.0,440.0,6,3.0,3.0,0,0,0,1458,2,1.0,2.0,0
139000.0,0,0,0,0,0,0,0,116.0,288.0,5,3.0,3.0,0,0,0,1092,1,1.0,1.0,0
155000.0,0,0,0,0,0,0,0,0.0,430.0,5,3.0,3.0,80,0,0,1125,1,1.0,0.0,0
320000.0,0,0,0,0,0,0,0,0.0,594.0,7,4.0,3.0,367,0,0,3222,3,1.0,3.0,0
163990.0,0,0,0,0,0,1,0,0.0,390.0,6,4.0,4.0,0,0,0,1456,2,1.0,4.0,0
180000.0,0,0,0,0,0,0,0,0.0,540.0,6,3.0,3.0,0,0,0,988,1,2.0,3.0,1
100000.0,0,0,0,0,0,0,0,0.0,264.0,4,3.0,3.0,0,0,0,1123,1,1.0,0.0,0
136000.0,0,0,0,0,0,0,0,135.0,288.0,6,3.0,3.0,0,0,0,1080,1,1.0,0.0,0
153900.0,0,0,0,0,0,0,0,0.0,530.0,6,4.0,4.0,0,0,0,1199,2,1.0,0.0,0
181000.0,0,0,0,0,0,0,0,0.0,435.0,6,3.0,3.0,192,0,0,1586,2,2.0,3.0,1
84500.0,0,0,0,0,0,0,0,0.0,0.0,6,3.0,3.0,53,0,0,754,1,1.0,0.0,0
128000.0,0,0,0,0,0,0,0,0.0,440.0,6,3.0,3.0,0,0,0,958,2,2.0,3.0,0
87000.0,0,0,0,0,0,0,0,0.0,0.0,5,3.0,3.0,0,0,0,840,1,2.0,3.0,0
155000.0,0,0,0,0,0,0,0,266.0,453.0,6,3.0,3.0,188,0,0,1348,1,1.0,2.0,0
150000.0,0,0,0,0,0,0,0,85.0,750.0,5,5.0,3.0,0,0,0,1053,1,1.0,0.0,0
226000.0,0,0,0,0,0,0,0,309.0,487.0,7,4.0,3.0,105,0,0,2157,2,1.0,4.0,0
244000.0,0,0,0,0,0,0,0,40.0,390.0,6,4.0,4.0,24,0,0,2054,2,2.0,3.0,0
150750.0,0,0,0,0,0,0,0,0.0,624.0,5,4.0,3.0,0,0,0,1327,1,1.0,0.0,0
220000.0,0,0,0,0,1,0,0,136.0,471.0,8,4.0,4.0,192,0,0,1296,2,2.0,0.0,0
180000.0,0,0,0,0,0,0,0,0.0,440.0,5,3.0,3.0,0,0,0,1721,2,2.0,3.0,0
174000.0,0,0,0,0,0,0,0,288.0,530.0,7,3.0,3.0,98,0,0,1682,2,1.0,4.0,0
143000.0,0,0,0,0,0,0,0,196.0,318.0,5,3.0,3.0,0,0,0,1214,2,2.0,2.0,0
171000.0,0,0,0,0,0,0,0,70.0,766.0,7,3.0,3.0,0,0,0,1959,3,1.0,0.0,0
230000.0,0,0,0,0,0,1,0,320.0,660.0,8,4.0,4.0,224,0,0,1852,2,2.0,3.0,0
231500.0,0,0,0,0,0,1,0,0.0,470.0,6,4.0,3.0,276,0,0,1764,2,2.0,0.0,0
115000.0,0,0,0,0,0,0,0,0.0,0.0,4,3.0,3.0,0,0,1,864,1,1.0,1.0,0
260000.0,0,0,0,0,0,1,0,0.0,660.0,7,4.0,4.0,160,0,0,1734,2,1.0,0.0,0
166000.0,0,0,0,0,0,0,0,0.0,720.0,5,3.0,3.0,0,0,0,1385,2,1.0,0.0,0
204000.0,0,0,0,0,0,1,0,183.0,577.0,7,4.0,4.0,144,0,0,1501,2,2.0,0.0,0
125000.0,0,0,0,0,0,0,0,336.0,504.0,5,3.0,3.0,0,0,0,1728,2,1.0,0.0,0
130000.0,0,0,0,0,0,0,0,50.0,380.0,6,4.0,4.0,0,0,0,1709,2,1.0,0.0,0
105000.0,0,0,0,0,0,0,0,0.0,180.0,5,3.0,3.0,48,0,0,875,1,1.0,0.0,0
222500.0,0,0,0,0,0,0,0,180.0,434.0,7,4.0,4.0,144,0,0,2035,2,2.0,4.0,1
141000.0,0,0,0,0,0,0,0,120.0,0.0,7,4.0,3.0,0,0,0,1080,1,1.0,0.0,0
115000.0,0,0,0,0,0,0,0,0.0,240.0,5,3.0,3.0,200,0,0,1344,1,1.0,0.0,0
122000.0,0,0,0,0,0,1,0,0.0,440.0,5,3.0,3.0,0,0,0,969,1,1.0,0.0,0
372402.0,1,0,0,0,0,0,0,436.0,866.0,8,4.0,4.0,0,0,0,1710,2,1.0,4.0,0
190000.0,0,0,0,0,0,0,0,252.0,495.0,6,3.0,3.0,0,0,0,1993,2,2.0,4.0,1
235000.0,0,0,0,0,0,0,0,0.0,564.0,6,3.0,3.0,409,0,0,1252,1,1.0,4.0,0
125000.0,0,0,0,0,0,0,0,0.0,312.0,6,3.0,3.0,0,0,0,1200,1,1.0,0.0,0
79000.0,0,0,0,0,0,0,0,0.0,0.0,6,3.0,3.0,0,0,0,1096,1,1.0,0.0,0
109500.0,0,0,0,0,0,0,0,0.0,625.0,5,3.0,3.0,0,0,0,1040,1,1.0,0.0,0
269500.0,0,0,0,0,1,0,0,84.0,680.0,8,5.0,4.0,0,0,0,1968,2,1.0,4.0,0
254900.0,0,0,0,1,0,0,0,0.0,678.0,7,4.0,4.0,0,0,0,1947,2,1.0,4.0,0
320000.0,0,1,0,0,0,0,0,456.0,576.0,7,4.0,4.0,239,0,0,2462,2,2.0,4.0,0
162500.0,0,0,0,0,0,0,0,0.0,516.0,6,3.0,3.0,0,0,0,1232,2,2.0,0.0,1
412500.0,1,0,0,0,0,0,0,664.0,726.0,9,5.0,4.0,400,0,0,2668,2,2.0,4.0,0
220000.0,1,0,0,0,0,0,0,226.0,532.0,7,4.0,4.0,0,0,0,1541,2,1.0,4.0,0
103200.0,0,0,0,0,0,0,0,0.0,0.0,4,3.0,3.0,0,0,0,882,1,1.0,0.0,0
152000.0,0,0,0,0,0,0,0,0.0,216.0,6,4.0,3.0,0,0,0,1616,2,1.0,0.0,0
127500.0,0,0,0,0,0,0,0,0.0,0.0,5,3.0,3.0,140,0,0,1355,2,1.0,0.0,0
190000.0,0,0,0,0,0,0,0,0.0,303.0,5,3.0,4.0,476,0,0,1867,1,2.0,4.0,0
325624.0,1,0,0,0,0,0,0,300.0,789.0,8,5.0,4.0,178,0,0,2161,1,1.0,4.0,0
183500.0,0,0,0,0,0,0,0,0.0,440.0,7,4.0,4.0,100,0,0,1720,2,2.0,4.0,0
228000.0,0,0,0,0,1,0,0,653.0,511.0,8,3.0,4.0,574,0,0,1707,2,2.0,3.0,0
128500.0,0,0,0,0,0,0,0,0.0,660.0,5,3.0,3.0,237,0,0,1382,1,2.0,0.0,0
215000.0,0,0,0,0,0,0,0,112.0,528.0,6,3.0,3.0,210,0,0,1656,1,2.0,4.0,0
239000.0,0,0,0,0,0,0,1,0.0,504.0,7,4.0,4.0,441,0,0,1767,2,2.0,3.0,0
163000.0,0,0,0,0,0,0,0,491.0,504.0,6,3.0,3.0,0,0,0,1362,1,2.0,3.0,0
184000.0,0,0,0,0,1,0,0,132.0,616.0,6,3.0,3.0,192,0,0,1651,2,2.0,3.0,0
243000.0,0,0,0,0,0,0,0,0.0,576.0,6,4.0,3.0,0,0,0,2158,2,1.0,4.0,0
211000.0,0,0,0,0,0,0,0,268.0,521.0,6,3.0,4.0,0,0,0,2060,2,2.0,3.0,0
172500.0,0,0,0,0,0,0,0,0.0,451.0,5,4.0,4.0,0,0,0,1920,2,1.0,4.0,0
501837.0,0,0,0,0,0,0,1,748.0,1166.0,9,5.0,5.0,0,0,0,2234,2,2.0,4.0,1
100000.0,0,0,0,0,0,0,0,0.0,480.0,5,3.0,4.0,0,0,0,968,1,1.0,0.0,0
177000.0,0,0,0,1,0,0,0,456.0,440.0,6,4.0,4.0,0,0,0,1525,2,1.0,3.0,0
200100.0,0,0,0,0,0,0,0,0.0,216.0,7,3.0,3.0,0,0,0,1802,1,1.0,4.0,0
120000.0,0,0,0,0,0,0,0,98.0,252.0,5,3.0,3.0,116,0,0,1340,1,1.0,4.0,0
200000.0,0,0,0,0,0,0,0,0.0,484.0,7,4.0,3.0,280,0,0,2082,2,1.0,0.0,0
127000.0,0,0,0,0,0,0,0,0.0,576.0,5,3.0,3.0,104,0,0,1252,1,2.0,0.0,0
475000.0,0,0,0,0,0,0,0,0.0,840.0,10,5.0,4.0,0,0,0,3608,2,3.0,3.0,0
173000.0,0,0,0,0,0,0,0,0.0,497.0,7,4.0,3.0,168,0,0,1217,2,2.0,0.0,1
135000.0,0,0,0,0,0,0,0,0.0,180.0,5,3.0,3.0,0,0,0,1656,2,1.0,0.0,0
153337.0,0,0,0,0,0,0,0,275.0,528.0,5,3.0,3.0,120,0,0,1224,0,1.0,3.0,0
286000.0,0,0,0,0,0,0,1,0.0,682.0,8,5.0,4.0,0,1,0,1593,1,1.0,4.0,0
315000.0,0,0,0,0,0,0,0,0.0,440.0,8,4.0,4.0,0,0,0,2727,2,1.0,3.0,0
184000.0,0,0,0,0,0,0,0,138.0,484.0,7,4.0,3.0,0,0,0,1479,1,2.0,0.0,1
192000.0,0,0,0,0,0,1,0,0.0,666.0,7,4.0,4.0,0,0,0,1431,2,2.0,0.0,0
130000.0,0,0,0,0,0,0,0,50.0,380.0,7,4.0,4.0,0,0,0,1709,2,1.0,0.0,0
127000.0,0,0,0,0,0,1,0,0.0,352.0,5,3.0,3.0,0,0,0,864,1,2.0,0.0,0
148500.0,0,0,0,0,0,0,0,0.0,440.0,6,3.0,3.0,87,0,1,1456,2,1.0,3.0,0
311872.0,0,0,0,0,0,0,0,205.0,786.0,7,5.0,5.0,171,1,0,1726,2,1.0,4.0,0
235000.0,0,0,0,0,0,0,0,0.0,795.0,8,4.0,4.0,0,0,0,3112,2,1.0,5.0,0
104000.0,0,0,0,0,0,0,0,0.0,0.0,6,3.0,3.0,0,0,0,2229,1,1.0,0.0,0
274900.0,1,0,0,0,0,0,0,262.0,856.0,8,5.0,4.0,0,0,0,1713,2,1.0,4.0,0
140000.0,0,0,0,0,0,0,0,0.0,440.0,4,3.0,3.0,132,0,0,1121,2,1.0,0.0,0
171500.0,0,0,0,0,0,0,0,0.0,473.0,6,3.0,3.0,238,0,0,1279,2,1.0,2.0,0
112000.0,0,0,0,0,0,0,0,0.0,398.0,6,3.0,3.0,0,0,0,1310,2,1.0,0.0,0
149000.0,0,0,0,0,0,1,0,205.0,420.0,6,4.0,4.0,149,0,0,848,1,1.0,4.0,0
